restaurant_name,dish_name,allergens,guidance_tier,cross_contact
CHELI MANHATTAN 浙里,Golden Crust Dungeness Crab 咸蛋黄大蟹,"gluten (likely, medium)",Could modify,unknown
CHELI MANHATTAN 浙里,Yang Zhou Meatball 扬州狮子头,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Spicy Lamb Stew 锅仔羊肉,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Flaming Beggar's Chicken 南宋叫花鸡,gluten (declared),Flagged,unknown
CHELI MANHATTAN 浙里,Qianlong's Favorite Eel 乾隆吃鳝丝,"gluten (likely, high)",Flagged,unknown
CHELI MANHATTAN 浙里,Crab Meat Tofu Stew 蟹粉豆腐,none flagged,Unknown,unknown
CHELI MANHATTAN 浙里,Salted Yolk Fried Pumpkin 咸蛋黄南瓜,"gluten (likely, medium)",Could modify,unknown
CHELI MANHATTAN 浙里,Ginger & Chili Frog 铁锅仔姜牛蛙,none flagged,Unknown,unknown
CHELI MANHATTAN 浙里,Garlic Butter Lobster 浙里蒜香龙虾,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Che Li 'Squirrel' Fish 浙里松鼠鱼,"gluten (likely, high)",Flagged,unknown
CHELI MANHATTAN 浙里,Sweet & Sour Tenderloin 糖醋里脊,"gluten (likely, high)",Flagged,unknown
CHELI MANHATTAN 浙里,Mapo Tofu 麻婆豆腐,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Grilled Beef Ribs & Peppers 黑椒牛肋骨,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Garlic Steamed Butterfly Prawns 蒜蓉粉丝开片虾,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Sautéed Sponge Gourd 玉带丝瓜,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Sautéed Water Spinach 清炒空心菜,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Pea Shoots in Chinese Wine Sauce 酒香豆苗,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Lotus Pond Stir Fry 荷塘小炒,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Hot Stone Braised Rice 牛肝菌焖饭,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Golden Egg Fried Rice 松仁金丝炒饭,tree nut (declared),Flagged,unknown
CHELI MANHATTAN 浙里,Uni & Pu'Er Tea Soaked Rice 海胆茶香泡饭,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Stir Fried Rice Cakes 荠菜肉丝炒年糕,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Shanghai Stir Fried Noodles 上海炒面,"gluten (likely, high)",Flagged,unknown
CHELI MANHATTAN 浙里,Salted Ham Mixed Rice 老妈鲜肉菜炒饭,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,White Rice 白米饭,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,West Lake Minced Beef Soup 西湖牛肉羹,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Chicken & Morel Mushroom Stew 羊肚菌老鸡汤,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Herbal Mushroom Soup 养生野生菌,none flagged,Unknown,unknown
CHELI MANHATTAN 浙里,'Yan Du Xian' 腌笃鲜,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Walnut Puree 核桃露,tree nut (declared),Flagged,unknown
CHELI MANHATTAN 浙里,Meiling Congee 浙里 美龄粥,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Black Sesame Sticky Rice Balls 西湖藕粉圆子,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Osmanthus Milk Pudding 江南酥酪,none flagged,Unknown,unknown
CHELI MANHATTAN 浙里,"Peach Resin, Red Dates & White Wood Ear 红枣银耳桃胶",none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,"Sake & Japanese Rice Wine Selection (Sake, Ginjo, Daiginjo, Honjozo, Nigori categories)",none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Shochu Selection,"gluten (likely, high)",Flagged,unknown
CHELI MANHATTAN 浙里,House Special Drinks,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,Beer Selection,"gluten (likely, medium)",Could modify,unknown
CHELI MANHATTAN 浙里,Yellow Rice Wine Selection,"gluten (likely, medium)",Could modify,unknown
CHELI MANHATTAN 浙里,Soft Drinks Selection,none flagged,No allergens flagged,unknown
CHELI MANHATTAN 浙里,"Wine Selection (Sparkling, Red, White, Rosé)",none flagged,No allergens flagged,unknown
Crif Dogs,B.L.T,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Chihuahua,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Chili Dog,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Crif Dogs,Everything Dog,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Good Morning,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Spicy Redneck,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Crif Dogs,Tsunami,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Crif Dogs,Veggie Special,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Philly Tubesteak,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Crif Dogs,Elote Dog,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Corn Dog,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Lil Ma,"peanut (declared); gluten (likely, high)",Flagged,unknown
Crif Dogs,Add tots & a soft drink,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Add tots & a bottled cocktail,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Plain (Tots),"gluten (likely, high)",Flagged,unknown
Crif Dogs,East Village Tots,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Crif Dogs,Truffle Shuffle,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Nacho Tots,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Crif Dogs,Crif Burger,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Veggie Burger,"gluten (likely, high); gluten (likely, low)",Flagged,unknown
Crif Dogs,Bacon Cheeseburger,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Crif Dog (Build Your Own),"gluten (likely, high)",Flagged,unknown
Crif Dogs,New Yorker,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Veggie Dog,"gluten (likely, high)",Flagged,unknown
Crif Dogs,Bacon-Wrapped Crif Dog,"gluten (likely, high)",Flagged,unknown
Crif Dogs,A La Carte Toppings,"gluten (likely, medium)",Could modify,unknown
Crif Dogs,Soft Drinks,none flagged,No allergens flagged,unknown
Crif Dogs,Frozen Cocktails,none flagged,Unknown,unknown
Crif Dogs,Beer & Wine,"gluten (likely, medium)",Could modify,unknown
Crif Dogs,Bottled Cocktails,none flagged,Unknown,unknown
Crispiano,Fried Calamari,"gluten (likely, high)",Flagged,unknown
Crispiano,Burrata e Prosciutto di Parma,"gluten (likely, high)",Flagged,unknown
Crispiano,Melanzane,"gluten (likely, medium)",Could modify,unknown
Crispiano,Bruschetta,"gluten (likely, high)",Flagged,unknown
Crispiano,Arugula,none flagged,No allergens flagged,unknown
Crispiano,Caesar,"gluten (likely, high)",Flagged,unknown
Crispiano,Kale e Avocado,none flagged,No allergens flagged,unknown
Crispiano,Mozzarella Caprese,none flagged,No allergens flagged,unknown
Crispiano,Penne Alla Vodka,"gluten (likely, high)",Flagged,unknown
Crispiano,Penne Arrabitta,"gluten (likely, high)",Flagged,unknown
Crispiano,Spaghetti Carbonara,"gluten (likely, high)",Flagged,unknown
Crispiano,Ravioli,"gluten (likely, high)",Flagged,unknown
Crispiano,Gnocchi Sorrentino,"gluten (likely, medium)",Could modify,unknown
Crispiano,Fettuccine Bolognese,"gluten (likely, high)",Flagged,unknown
Crispiano,Spaghetti Meatballs,"gluten (likely, high)",Flagged,unknown
Crispiano,Margherita,"gluten (likely, high)",Flagged,unknown
Crispiano,Regina,"gluten (likely, high)",Flagged,unknown
Crispiano,Marinara,"gluten (likely, high)",Flagged,unknown
Crispiano,Capricciosa,"gluten (likely, high)",Flagged,unknown
Crispiano,Vegetariana,"gluten (likely, high)",Flagged,unknown
Crispiano,Milanese,"gluten (likely, high)",Flagged,unknown
Crispiano,Sweet Diavola,"gluten (likely, high)",Flagged,unknown
Crispiano,4 Formaggi,"gluten (likely, high)",Flagged,unknown
Crispiano,Tartufo,"gluten (likely, high)",Flagged,unknown
Crispiano,Prosciutto Crudo,"gluten (likely, high)",Flagged,unknown
Crispiano,Pesto,"gluten (likely, high); tree nut (likely, medium)",Flagged,unknown
Crispiano,Focaccia Bread,"gluten (likely, high)",Flagged,unknown
Crispiano,Prosciutto (topping),none flagged,Unknown,unknown
Crispiano,Speck (topping),none flagged,Unknown,unknown
Crispiano,Ham (topping),none flagged,Unknown,unknown
Crispiano,Salami (topping),none flagged,Unknown,unknown
Crispiano,Anchovies (topping),none flagged,Unknown,unknown
Crispiano,Vegetables (topping),none flagged,Unknown,unknown
Crispiano,Cheese (topping),none flagged,Unknown,unknown
Crispiano,"Wine, Beer & Spritz (Selection)","gluten (likely, medium)",Could modify,unknown
Crispiano,Carbonara Pizza,"gluten (likely, high)",Flagged,unknown
Crispiano,Sweet Diavola (Happy Hour),"gluten (likely, high)",Flagged,unknown
Crispiano,Pesto Pizza (Happy Hour),"gluten (likely, high); tree nut (likely, medium)",Flagged,unknown
Crispiano,Penne All'Amatriciana,"gluten (likely, high)",Flagged,unknown
Crispiano,Gnocchi Al Pesto,"gluten (likely, medium); tree nut (likely, medium)",Could modify,unknown
Crispiano,Penne All'Arrabbiata,"gluten (likely, high)",Flagged,unknown
Crispiano,Chicken (add-on),none flagged,Unknown,unknown
Crispiano,Burrata (add-on),none flagged,Unknown,unknown
Crispiano,Red Wines (4 varieties),none flagged,No allergens flagged,unknown
Crispiano,White Wines (4 varieties),none flagged,No allergens flagged,unknown
Crispiano,"Sparkling (Prosecco, Spritz)",none flagged,No allergens flagged,unknown
Crispiano,"Beer (Peroni, Modelo)","gluten (likely, medium)",Could modify,unknown
Dumpling N' Dips,Massaman Curry (Vegetarian),gluten (declared); peanut (declared),Flagged,unknown
Dumpling N' Dips,Chicken Green Curry,gluten (declared),Flagged,unknown
Dumpling N' Dips,Chicken Pad Thai,gluten (declared); peanut (declared),Flagged,unknown
Dumpling N' Dips,Pork Basil,gluten (declared),Flagged,unknown
Dumpling N' Dips,Crab Curry,gluten (declared),Flagged,unknown
Dumpling N' Dips,Tom Yum,gluten (declared),Flagged,unknown
Dumpling N' Dips,Mushroom Taro (Vegetarian),gluten (declared),Flagged,unknown
Dumpling N' Dips,Pork,gluten (declared),Flagged,unknown
Dumpling N' Dips,Octopus,gluten (declared),Flagged,unknown
Dumpling N' Dips,Chive (Vegetarian),gluten (declared),Flagged,unknown
Dumpling N' Dips,Pork and Seaweed,gluten (declared),Flagged,unknown
Dumpling N' Dips,Shrimp,gluten (declared),Flagged,unknown
Dumpling N' Dips,Chicken,gluten (declared),Flagged,unknown
Dumpling N' Dips,Salmon,gluten (declared),Flagged,unknown
Dumpling N' Dips,Dumpling N' Dips Chili Oil (Vegetarian),none flagged,Unknown,unknown
Dumpling N' Dips,Spicy Mala Chili Sauce (Vegetarian),none flagged,No allergens flagged,unknown
Dumpling N' Dips,Sweet Soy Sauce,"gluten (likely, medium)",Could modify,unknown
Dumpling N' Dips,Spicy Lime Sauce,none flagged,Unknown,unknown
Dumpling N' Dips,Mushroom Taro Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Chicken Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Salmon Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Chive Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Pork Seaweed Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Shrimp Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Basil Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Pork Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Octopus Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Chicken Green Curry Dumplings & Choice of Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,The Giant (Value set for 2-3 people),"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Dumpling N' Dips Party Set,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,Thai Lover Set,"gluten (likely, high); peanut (likely, high)",Flagged,unknown
Dumpling N' Dips,Kimchi Fries,"gluten (likely, medium)",Could modify,unknown
Dumpling N' Dips,Shrimp Sticks (4 pcs),"gluten (likely, medium)",Could modify,unknown
Dumpling N' Dips,Kimchi,none flagged,Unknown,unknown
Dumpling N' Dips,Mango Radish,none flagged,Unknown,unknown
Dumpling N' Dips,Vegetable Soup,none flagged,Unknown,unknown
Dumpling N' Dips,Steamed Rice,none flagged,Unknown,unknown
Dumpling N' Dips,Seaweed Salad (Vegan),"gluten (likely, low)",Unknown,unknown
Dumpling N' Dips,Steamed Kale Noodles,"gluten (likely, medium)",Could modify,unknown
Dumpling N' Dips,Steamed Egg Noodles,"gluten (likely, high)",Flagged,unknown
Dumpling N' Dips,"Hot Drinks (Chrysanthemum Tea, Oolong Tea, Genmaicha Tea, Jasmine Green Tea, Hibiscus Fruit Tea)",none flagged,Unknown,unknown
Dumpling N' Dips,"Cold Drinks (Soda, Water, Sparkling Water, Thai Milk Tea)",none flagged,Unknown,unknown
Empellon Al Pastor,Al Pastor,none flagged,No allergens flagged,unknown
Empellon Al Pastor,Cheeseburger,none flagged,Unknown,unknown
Empellon Al Pastor,Chicken,none flagged,No allergens flagged,unknown
Empellon Al Pastor,Vegetable Special,none flagged,Unknown,unknown
Empellon Al Pastor,Guacamole,none flagged,No allergens flagged,unknown
Empellon Al Pastor,Nachos,none flagged,No allergens flagged,unknown
Empellon Al Pastor,Corn Dog,"gluten (likely, medium)",Could modify,unknown
Empellon Al Pastor,Breakfast Burrito,"gluten (likely, high)",Flagged,unknown
Empellon Al Pastor,Queso Dip,none flagged,No allergens flagged,unknown
Empellon Al Pastor,Chalupa,none flagged,Unknown,unknown
Empellon Al Pastor,Pork Fried Rice,"gluten (likely, medium)",Could modify,unknown
Empellon Al Pastor,Domination Burger,"gluten (likely, medium)",Could modify,unknown
Empellon Al Pastor,French Fries,none flagged,No allergens flagged,unknown
Empellon Al Pastor,Chef's Special,none flagged,Unknown,unknown
Empellon Al Pastor,Margaritas,none flagged,Unknown,unknown
Empellon Al Pastor,Beer (rotating draft selection),"gluten (likely, medium)",Could modify,unknown
Empellon Al Pastor,Cocktails (assortment),none flagged,Unknown,unknown
Hanoi House,Papaya & Pig Ear Salad - Goi Du Du,"peanut (declared); gluten (likely, medium)",Flagged,unknown
Hanoi House,Poached Shrimp Salad - Goi Tom,tree nut (declared),Flagged,unknown
Hanoi House,Sautéed Clams - Ngao Xao,"gluten (likely, high)",Flagged,unknown
Hanoi House,Summer Rolls - Goi Cuon,"peanut (declared); gluten (likely, medium)",Flagged,unknown
Hanoi House,Crispy Spring Rolls - Nem Ran,"gluten (likely, high)",Flagged,unknown
Hanoi House,Lemongrass Chicken Wings - Canh Ga Chien,"gluten (likely, medium)",Could modify,unknown
Hanoi House,Grilled Lamb Meatballs - Cuu La Lot,peanut (declared),Flagged,unknown
Hanoi House,Grilled Shishito Peppers,none flagged,No allergens flagged,unknown
Hanoi House,Morning Glory - Rau Muong,none flagged,No allergens flagged,unknown
Hanoi House,Spicy Garlic Cauliflower - Sup Lo Cay,none flagged,No allergens flagged,unknown
Hanoi House,Classic Hanoi Style Beef - Pho Bac,none flagged,No allergens flagged,unknown
Hanoi House,House Special - Dac Biet,"gluten (likely, high)",Flagged,unknown
Hanoi House,Chicken - Pho Ga,none flagged,No allergens flagged,unknown
Hanoi House,Vegetarian - Pho Chay,none flagged,No allergens flagged,unknown
Hanoi House,Grilled Pork Noodles - Bun Cha Ha Noi,"gluten (likely, high)",Flagged,unknown
Hanoi House,Shaking Beef - Bo Luc Lac,"gluten (likely, medium)",Could modify,unknown
Hanoi House,Braised Beef Banh Mi,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Hanoi House,Pho Broth,none flagged,No allergens flagged,unknown
Hanoi House,Shrimp Chips - Banh Phong Tom,none flagged,No allergens flagged,unknown
Hanoi House,Steamed Rice - Com,none flagged,No allergens flagged,unknown
Hanoi House,Roasted Bone Marrow,none flagged,No allergens flagged,unknown
Hanoi House,Summer Rolls - Goi Cuon (Brunch),"peanut (declared); gluten (likely, high); gluten (likely, medium)",Flagged,unknown
Hanoi House,Classic Banh Mi,"gluten (likely, high)",Flagged,unknown
Hanoi House,Vegetarian Banh Mi,"gluten (likely, high)",Flagged,unknown
Hanoi House,Happy Hour Cocktails,none flagged,No allergens flagged,unknown
Hanoi House,Happy Hour Wine (by the glass),none flagged,No allergens flagged,unknown
Hanoi House,Happy Hour Beer,"gluten (likely, medium)",Could modify,unknown
Hanoi House,Cocktails (full menu),"tree nut (likely, low)",Could modify,unknown
Hanoi House,"Beer (Draft, Bottles & Cans)","gluten (likely, medium)",Could modify,unknown
Hanoi House,Cider - Brooklyn Cider House 'Kinda Dry',none flagged,No allergens flagged,unknown
Hanoi House,"Wine (Sparkling, White, Rose & Orange, Red)",none flagged,No allergens flagged,unknown
Hanoi House,Non-Alcoholic Drinks,"tree nut (likely, low)",Could modify,unknown
JOJU - East Village,Sandwich (base),"gluten (likely, high)",Flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Rice Bowl (base),"gluten (likely, medium)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Thinly Shredded Cabbage Salad (base),"gluten (likely, medium)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,The Sweet (JOJU) protein,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Lemongrass Chicken protein,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,BBQ Pork protein,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Beef Bulgogi protein,"gluten (likely, medium)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Vietnamese Caramel Pork protein,"gluten (likely, low)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Mock Vegetarian Ginger Beef protein,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Mock Vegetarian Ham protein,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,The (JOJU) Bowl protein,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Plain Fries,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,(JOJU) Banh Mi Fries,"gluten (likely, medium)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Kimchi Fries,none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Crunchy Monster Spring Rolls,gluten (declared),Flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Vegetarian Egg Rolls,gluten (declared),Flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Crispy Chicken Wings,"gluten (likely, medium)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Soy-Garlic Glaze Chicken Wings,"gluten (likely, medium)",Could modify,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Vietnamese Iced Coffee,none flagged,Unknown,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Thai Iced Teas (2 variants),none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,JoJu Mojitos (6 flavors),none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
JOJU - East Village,Green Tea Infusions (7 flavors),none flagged,No allergens flagged,Restaurant discloses (facility-wide notice): 'products at this location may contain or come into contact with PEANUTS or other allergens.'
KENKA,Green Salad,none flagged,Unknown,unknown
KENKA,Hiyashi Tomato,none flagged,No allergens flagged,unknown
KENKA,Onion Salad,none flagged,Unknown,unknown
KENKA,Potato Salad,none flagged,Unknown,unknown
KENKA,Seaweed salad,none flagged,Unknown,unknown
KENKA,Pirikara Maguro Salad,none flagged,No allergens flagged,unknown
KENKA,Saba No Shioyaki,none flagged,No allergens flagged,unknown
KENKA,Hamachi No Kamayaki,none flagged,No allergens flagged,unknown
KENKA,Hamaguri No Shioyaki,none flagged,No allergens flagged,unknown
KENKA,Sanma No Shioyaki,none flagged,No allergens flagged,unknown
KENKA,Toro Toro Yaki,none flagged,No allergens flagged,unknown
KENKA,Ika Yaki,none flagged,No allergens flagged,unknown
KENKA,Yakitori,"gluten (likely, medium)",Could modify,unknown
KENKA,Ika Geso Kushiyaki,none flagged,No allergens flagged,unknown
KENKA,Shake No Hara,none flagged,No allergens flagged,unknown
KENKA,Hokke No Shioyaki,none flagged,No allergens flagged,unknown
KENKA,Uzura No Kushiyaki,none flagged,No allergens flagged,unknown
KENKA,Shake No Shioyaki,none flagged,No allergens flagged,unknown
KENKA,Yaki Morokoshi,none flagged,No allergens flagged,unknown
KENKA,Ochazuke,none flagged,No allergens flagged,unknown
KENKA,Shake Chazuke,none flagged,No allergens flagged,unknown
KENKA,Ume Chazuke,none flagged,No allergens flagged,unknown
KENKA,Konbu Chazuke,none flagged,No allergens flagged,unknown
KENKA,Mentai Chazuke,none flagged,No allergens flagged,unknown
KENKA,Tori Zousui,none flagged,No allergens flagged,unknown
KENKA,Shake Zousui,none flagged,No allergens flagged,unknown
KENKA,Onigiri,none flagged,No allergens flagged,unknown
KENKA,Ume Onigiri,none flagged,No allergens flagged,unknown
KENKA,Konbu Onigiri,none flagged,No allergens flagged,unknown
KENKA,Shake Onigiri,none flagged,No allergens flagged,unknown
KENKA,Okaka Onigiri,none flagged,No allergens flagged,unknown
KENKA,Mentai Onigiri,none flagged,No allergens flagged,unknown
KENKA,Miso Yakionigiri,"gluten (likely, medium)",Could modify,unknown
KENKA,Yaki Onigiri,none flagged,No allergens flagged,unknown
KENKA,Motsu Nabe,"gluten (likely, medium)",Could modify,unknown
KENKA,Buta Nabe,none flagged,No allergens flagged,unknown
KENKA,Ishikari Nabe,"gluten (likely, medium)",Could modify,unknown
KENKA,Tori Nabe,none flagged,No allergens flagged,unknown
KENKA,Kaisen Nabe,none flagged,No allergens flagged,unknown
KENKA,Kimchee Nabe,none flagged,No allergens flagged,unknown
KENKA,Chanko Naba,none flagged,No allergens flagged,unknown
KENKA,Yakiniku Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Konoha Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Tanin Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Oyako Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Katsu Don,"gluten (likely, high)",Flagged,unknown
KENKA,Chuka Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Yakimeshi,"gluten (likely, medium)",Could modify,unknown
KENKA,Curry Rice,"gluten (likely, medium)",Could modify,unknown
KENKA,Omurice,"gluten (likely, low)",Could modify,unknown
KENKA,Tenshinhan,"gluten (likely, medium)",Could modify,unknown
KENKA,Gyu Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Una Don,"gluten (likely, medium)",Could modify,unknown
KENKA,Kaibutsu Namagaki,none flagged,No allergens flagged,unknown
KENKA,Katsuo Tataki,"gluten (likely, medium)",Could modify,unknown
KENKA,Gyu Tataki,"gluten (likely, medium)",Could modify,unknown
KENKA,Negitoro,none flagged,No allergens flagged,unknown
KENKA,Ankimo,none flagged,No allergens flagged,unknown
KENKA,Maguro Yamakake,none flagged,No allergens flagged,unknown
KENKA,Maguro,none flagged,No allergens flagged,unknown
KENKA,Shime Saba,none flagged,No allergens flagged,unknown
KENKA,Salmon,none flagged,Unknown,unknown
KENKA,Namagaki,none flagged,No allergens flagged,unknown
KENKA,Toro Sashimi,none flagged,No allergens flagged,unknown
KENKA,Sashimi Moriawase,none flagged,No allergens flagged,unknown
KENKA,Curry Udon,"gluten (likely, high); gluten (likely, medium)",Flagged,unknown
KENKA,Ramen,"gluten (likely, high)",Flagged,unknown
KENKA,Niku Udon,"gluten (likely, high)",Flagged,unknown
KENKA,Yaki Soba,"gluten (likely, high)",Flagged,unknown
KENKA,Yaki Udon,"gluten (likely, high)",Flagged,unknown
KENKA,Kitsune Udon,"gluten (likely, high)",Flagged,unknown
KENKA,Su Udon,"gluten (likely, high)",Flagged,unknown
KENKA,Tanuki Udon,"gluten (likely, high)",Flagged,unknown
KENKA,Zaru Udon,"gluten (likely, medium)",Could modify,unknown
KENKA,Taiwan Ramen,"gluten (likely, high)",Flagged,unknown
KENKA,Rebanira Teishoku,"gluten (likely, medium)",Could modify,unknown
KENKA,Yasai Itame Teishoku,"gluten (likely, medium)",Could modify,unknown
KENKA,Kaki Fry Teishoku,"gluten (likely, high)",Flagged,unknown
KENKA,Tonkatsu Teishoku,"gluten (likely, high)",Flagged,unknown
KENKA,Ebi Fry Teishoku,"gluten (likely, high)",Flagged,unknown
KENKA,Gyouza Teishoku,"gluten (likely, high)",Flagged,unknown
KENKA,Yakiniku Teishoku,"gluten (likely, medium)",Could modify,unknown
KENKA,Hamburg Teishoku,"gluten (likely, medium)",Could modify,unknown
KENKA,Buta Shouga Teishoku,"gluten (likely, medium)",Could modify,unknown
KENKA,Kara Age Teishoku,"gluten (likely, medium)",Could modify,unknown
KENKA,Ramen Teishoku,"gluten (likely, high)",Flagged,unknown
KENKA,Sanma Teishoku,none flagged,No allergens flagged,unknown
KENKA,Shiojake Teishoku,none flagged,No allergens flagged,unknown
KENKA,Saba Teishoku,none flagged,No allergens flagged,unknown
KENKA,Okasama Lunch,none flagged,No allergens flagged,unknown
KENKA,Rebanira Itame,"gluten (likely, medium)",Could modify,unknown
KENKA,Buta Kimchee,none flagged,No allergens flagged,unknown
KENKA,Horumon Itame,"gluten (likely, medium)",Could modify,unknown
KENKA,Yakiniku (Japanese),"gluten (likely, medium)",Could modify,unknown
KENKA,Yasai Itame,"gluten (likely, medium)",Could modify,unknown
KENKA,Shoga Yaki,"gluten (likely, medium)",Could modify,unknown
KENKA,Aji Fry,"gluten (likely, high)",Flagged,unknown
